,CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
3063,15441,396,3,1254.21,1,2,3,123,Lost Customer,1
3064,15442,249,1,594.0,2,1,2,212,Lost Customer,0
3065,15443,2,14,5114.2300000000005,4,4,4,444,Champion,0
3066,15444,9,2,1411.21,4,2,3,423,Others,0
3067,15445,264,2,284.5,2,2,1,221,Lost Customer,1
3068,15446,377,3,399.75,2,2,2,222,Lost Customer,1
3069,15447,331,5,492.88,2,3,2,232,At Risk,1
3070,15448,313,2,788.8100000000001,2,2,2,222,Lost Customer,1
3071,15449,26,3,974.52,4,2,3,423,Others,0
3072,15450,30,1,429.84,3,1,2,312,Others,0
3073,15451,434,2,226.86,1,2,1,121,Lost Customer,1
3074,15452,30,6,1785.11,3,3,3,333,Loyal Customer,0
3075,15453,2,7,1371.77,4,4,3,443,Loyal Customer,0
3076,15454,362,2,305.99,2,2,1,221,Lost Customer,1
3077,15455,598,1,38.25,1,1,1,111,Lost Customer,1
3078,15456,283,10,2091.52,2,4,3,243,At Risk,1
3079,15457,262,1,237.07,2,1,1,211,Lost Customer,1
3080,15458,25,2,370.44,4,2,2,422,Others,0
3081,15459,417,2,202.83,1,2,1,121,Lost Customer,1
3082,15460,354,1,214.26,2,1,1,211,Lost Customer,1
3083,15461,461,2,429.7,1,2,2,122,Lost Customer,1
3084,15462,94,4,737.05,3,3,2,332,Loyal Customer,0
3085,15463,29,1,126.14,3,1,1,311,Others,0
3086,15464,338,1,1044.65,2,1,3,213,Lost Customer,1
3087,15465,20,32,12100.4,4,4,4,444,Champion,0
3088,15466,85,4,1560.46,3,3,3,333,Loyal Customer,0
3089,15467,9,3,524.88,4,2,2,422,Others,0
3090,15468,51,3,1430.48,3,2,3,323,Others,0
3091,15469,50,3,874.25,3,2,3,323,Others,0
3092,15470,576,1,63.42,1,1,1,111,Lost Customer,1
3093,15471,2,3,1292.01,4,2,3,423,Others,0
3094,15472,113,1,371.56,2,1,2,212,Lost Customer,0
3095,15473,14,8,2046.0,4,4,3,443,Loyal Customer,0
3096,15474,596,1,150.35,1,1,1,111,Lost Customer,1
3097,15475,77,1,454.11,3,1,2,312,Others,0
3098,15476,380,4,2209.98,2,3,3,233,At Risk,1
3099,15477,650,1,368.4,1,1,2,112,Lost Customer,1
3100,15478,40,3,1983.48,3,2,3,323,Others,0
3101,15479,733,1,147.4,1,1,1,111,Lost Customer,1
3102,15480,116,5,6279.0,2,3,4,234,Big Spender,0
3103,15481,401,1,1993.34,1,1,3,113,Lost Customer,1
3104,15482,16,19,14417.36,4,4,4,444,Champion,0
3105,15483,161,10,817.82,2,4,2,242,At Risk,0
3106,15484,1,6,4652.1,4,3,4,434,Loyal Customer,0
3107,15485,30,7,4810.92,3,4,4,344,Loyal Customer,0
3108,15486,527,1,102.0,1,1,1,111,Lost Customer,1
3109,15487,680,1,231.32,1,1,1,111,Lost Customer,1
3110,15488,93,5,431.92,3,3,2,332,Loyal Customer,0
3111,15489,23,8,2419.61,4,4,4,444,Champion,0
3112,15490,430,1,210.85,1,1,1,111,Lost Customer,1
3113,15491,95,6,3100.09,3,3,4,334,Loyal Customer,0
3114,15492,28,2,659.46,3,2,2,322,Others,0
3115,15493,33,9,4121.68,3,4,4,344,Loyal Customer,0
3116,15494,21,5,3702.6,4,3,4,434,Loyal Customer,0
3117,15495,379,1,246.5,2,1,1,211,Lost Customer,1
3118,15496,631,1,146.14,1,1,1,111,Lost Customer,1
3119,15497,18,9,8657.39,4,4,4,444,Champion,0
3120,15498,3,44,24972.86,4,4,4,444,Champion,0
3121,15499,724,1,158.65,1,1,1,111,Lost Customer,1
3122,15500,8,4,1131.56,4,3,3,433,Loyal Customer,0
3123,15501,405,2,399.95,1,2,2,122,Lost Customer,1
3124,15502,16,14,13003.87,4,4,4,444,Champion,0
3125,15503,363,2,257.3,2,2,1,221,Lost Customer,1
3126,15504,81,4,402.7,3,3,2,332,Loyal Customer,0
3127,15505,53,5,3610.96,3,3,4,334,Loyal Customer,0
3128,15506,23,6,2030.33,4,3,3,433,Loyal Customer,0
3129,15507,172,1,475.86,2,1,2,212,Lost Customer,0
3130,15508,189,6,1000.27,2,3,3,233,At Risk,0
3131,15509,380,1,152.41,2,1,1,211,Lost Customer,1
3132,15510,331,1,250.0,2,1,1,211,Lost Customer,1
3133,15511,12,5,900.53,4,3,3,433,Loyal Customer,0
3134,15512,156,4,331.58,2,3,1,231,At Risk,0
3135,15513,33,35,26437.05,3,4,4,344,Loyal Customer,0
3136,15514,12,18,6392.06,4,4,4,444,Champion,0
3137,15515,387,1,171.81,1,1,1,111,Lost Customer,1
3138,15516,45,3,62.43,3,2,1,321,Others,0
3139,15517,233,1,267.03,2,1,1,211,Lost Customer,0
3140,15518,64,15,4189.99,3,4,4,344,Loyal Customer,0
3141,15519,383,2,344.61,1,2,2,122,Lost Customer,1
3142,15520,2,1,343.5,4,1,2,412,Others,0
3143,15521,40,16,7098.24,3,4,4,344,Loyal Customer,0
3144,15522,33,2,397.99,3,2,2,322,Others,0
3145,15523,84,16,17259.19,3,4,4,344,Loyal Customer,0
3146,15524,25,2,591.4,4,2,2,422,Others,0
3147,15525,2,4,890.22,4,3,3,433,Loyal Customer,0
3148,15526,33,2,148.44,3,2,1,321,Others,0
3149,15527,19,23,5554.89,4,4,4,444,Champion,0
3150,15528,254,1,229.33,2,1,1,211,Lost Customer,1
3151,15529,23,12,4783.66,4,4,4,444,Champion,0
3152,15530,22,5,1808.68,4,3,3,433,Loyal Customer,0
3153,15531,8,2,1972.39,4,2,3,423,Others,0
3154,15532,25,10,3738.85,4,4,4,444,Champion,0
3155,15533,19,3,807.57,4,2,2,422,Others,0
3156,15534,726,1,162.25,1,1,1,111,Lost Customer,1
3157,15535,173,6,1044.37,2,3,3,233,At Risk,0
3158,15536,409,1,259.09,1,1,1,111,Lost Customer,1
3159,15537,163,1,110.92,2,1,1,211,Lost Customer,0
3160,15538,538,6,3358.4,1,3,4,134,Big Spender,1
3161,15539,7,1,538.46,4,1,2,412,Others,0
3162,15540,11,2,460.68,4,2,2,422,Others,0
3163,15541,114,1,85.13000000000001,2,1,1,211,Lost Customer,0
3164,15542,512,3,855.71,1,2,2,122,Lost Customer,1
3165,15543,288,2,242.26,2,2,1,221,Lost Customer,1
3166,15544,9,20,7807.89,4,4,4,444,Champion,0
3167,15545,54,2,288.97,3,2,1,321,Others,0
3168,15546,607,2,1079.1,1,2,3,123,Lost Customer,1
3169,15547,7,26,10057.05,4,4,4,444,Champion,0
3170,15548,596,1,158.09,1,1,1,111,Lost Customer,1
3171,15549,77,8,2334.16,3,4,4,344,Loyal Customer,0
3172,15550,4,12,2211.05,4,4,3,443,Loyal Customer,0
3173,15551,37,7,1679.81,3,4,3,343,Loyal Customer,0
3174,15552,217,2,252.52,2,2,1,221,Lost Customer,0
3175,15553,60,1,428.93,3,1,2,312,Others,0
3176,15554,278,1,217.2,2,1,1,211,Lost Customer,1
3177,15555,12,36,11243.91,4,4,4,444,Champion,0
3178,15556,24,1,279.77,4,1,1,411,Others,0
3179,15557,29,1,468.91,3,1,2,312,Others,0
3180,15558,639,1,202.68,1,1,1,111,Lost Customer,1
3181,15559,568,1,1109.4,1,1,3,113,Lost Customer,1
3182,15560,398,2,153.52,1,2,1,121,Lost Customer,1
3183,15561,12,8,1934.39,4,4,3,443,Loyal Customer,0
3184,15562,352,3,671.4300000000001,2,2,2,222,Lost Customer,1
3185,15563,22,7,2859.46,4,4,4,444,Champion,0
3186,15564,463,2,70.74000000000001,1,2,1,121,Lost Customer,1
3187,15565,50,2,173.16000000000005,3,2,1,321,Others,0
3188,15566,393,2,227.87,1,2,1,121,Lost Customer,1
3189,15567,19,1,186.01,4,1,1,411,Others,0
3190,15568,3,3,758.29,4,2,2,422,Others,0
3191,15569,104,10,3583.45,2,4,4,244,Big Spender,0
3192,15570,7,25,8736.49,4,4,4,444,Champion,0
3193,15571,12,14,3892.35,4,4,4,444,Champion,0
3194,15572,5,10,3965.2,4,4,4,444,Champion,0
3195,15573,32,5,1188.42,3,3,3,333,Loyal Customer,0
3196,15574,178,6,1101.44,2,3,3,233,At Risk,0
3197,15575,620,1,30.1,1,1,1,111,Lost Customer,1
3198,15576,38,1,921.37,3,1,3,313,Others,0
3199,15577,151,5,396.03,2,3,2,232,At Risk,0
3200,15578,162,1,127.1,2,1,1,211,Lost Customer,0
3201,15579,69,5,1250.63,3,3,3,333,Loyal Customer,0
3202,15580,377,8,1375.39,2,4,3,243,At Risk,1
3203,15581,121,38,7480.4,2,4,4,244,Big Spender,0
3204,15582,25,3,682.9100000000001,4,2,2,422,Others,0
3205,15583,376,1,95.96,2,1,1,211,Lost Customer,1
3206,15584,24,6,1268.2,4,3,3,433,Loyal Customer,0
3207,15585,177,1,455.3,2,1,2,212,Lost Customer,0
3208,15586,593,3,1139.1,1,2,3,123,Lost Customer,1
3209,15587,50,7,1522.08,3,4,3,343,Loyal Customer,0
3210,15588,678,1,579.6,1,1,2,112,Lost Customer,1
3211,15589,256,3,478.53,2,2,2,222,Lost Customer,0
3212,15590,382,5,1496.6,1,3,3,133,At Risk,1
3213,15591,583,3,217.9,1,2,1,121,Lost Customer,1
3214,15592,47,1,388.58,3,1,2,312,Others,0
3215,15593,71,1,199.8,3,1,1,311,Others,0
3216,15594,16,5,1771.78,4,3,3,433,Loyal Customer,0
3217,15595,488,1,357.6,1,1,2,112,Lost Customer,1
3218,15596,101,9,2727.72,2,4,4,244,Big Spender,0
3219,15597,35,2,563.37,3,2,2,322,Others,0
3220,15598,53,2,548.02,3,2,2,322,Others,0
3221,15599,27,3,1250.06,3,2,3,323,Others,0
3222,15600,428,4,1199.31,1,3,3,133,At Risk,1
3223,15601,11,30,14191.74,4,4,4,444,Champion,0
3224,15602,8,16,3137.96,4,4,4,444,Champion,0
3225,15603,79,2,88.48,3,2,1,321,Others,0
3226,15604,52,1,216.39,3,1,1,311,Others,0
3227,15605,36,9,1741.95,3,4,3,343,Loyal Customer,0
3228,15606,61,17,5230.99,3,4,4,344,Loyal Customer,0
3229,15607,337,9,1708.97,2,4,3,243,At Risk,1
3230,15608,28,5,1785.98,3,3,3,333,Loyal Customer,0
3231,15609,184,1,298.48,2,1,1,211,Lost Customer,0
3232,15610,52,1,112.46,3,1,1,311,Others,0
3233,15611,10,26,2997.28,4,4,4,444,Champion,0
3234,15612,36,2,195.15,3,2,1,321,Others,0
3235,15613,610,1,433.72,1,1,2,112,Lost Customer,1
3236,15614,438,4,3147.36,1,3,4,134,Big Spender,1
3237,15615,10,47,21373.97,4,4,4,444,Champion,0
3238,15616,438,1,317.11,1,1,1,111,Lost Customer,1
3239,15617,396,3,828.5500000000001,1,2,2,122,Lost Customer,1
3240,15618,33,4,776.851,3,3,2,332,Loyal Customer,0
3241,15619,11,1,336.4,4,1,1,411,Others,0
3242,15620,57,4,1942.36,3,3,3,333,Loyal Customer,0
3243,15621,4,4,1293.03,4,3,3,433,Loyal Customer,0
3244,15622,43,17,7852.610000000001,3,4,4,344,Loyal Customer,0
3245,15623,141,8,2437.05,2,4,4,244,Big Spender,0
3246,15624,117,4,588.13,2,3,2,232,At Risk,0
3247,15625,104,9,3236.4,2,4,4,244,Big Spender,0
3248,15626,75,3,1067.52,3,2,3,323,Others,0
3249,15627,457,2,566.9,1,2,2,122,Lost Customer,1
3250,15628,5,17,5333.08,4,4,4,444,Champion,0
3251,15629,450,4,2240.9,1,3,3,133,At Risk,1
3252,15630,45,3,1481.4,3,2,3,323,Others,0
3253,15631,642,1,596.67,1,1,2,112,Lost Customer,1
3254,15632,16,8,3285.31,4,4,4,444,Champion,0
3255,15633,509,13,4335.96,1,4,4,144,Big Spender,1
3256,15634,17,2,554.65,4,2,2,422,Others,0
3257,15635,396,1,100.35,1,1,1,111,Lost Customer,1
3258,15636,90,4,1444.58,3,3,3,333,Loyal Customer,0
3259,15637,53,5,797.59,3,3,2,332,Loyal Customer,0
3260,15638,379,6,2265.2,2,3,4,234,Big Spender,1
3261,15639,134,3,1065.08,2,2,3,223,Lost Customer,0
3262,15640,4,29,23494.31,4,4,4,444,Champion,0
3263,15641,105,12,5345.55,2,4,4,244,Big Spender,0
3264,15642,730,1,105.78,1,1,1,111,Lost Customer,1
3265,15643,192,3,664.0,2,2,2,222,Lost Customer,0
3266,15644,166,4,803.54,2,3,2,232,At Risk,0
3267,15645,19,3,1055.17,4,2,3,423,Others,0
3268,15646,158,5,784.8100000000001,2,3,2,232,At Risk,0
3269,15647,415,1,169.0,1,1,1,111,Lost Customer,1
3270,15648,204,2,639.5,2,2,2,222,Lost Customer,0
3271,15649,336,4,1660.35,2,3,3,233,At Risk,1
3272,15650,522,2,553.88,1,2,2,122,Lost Customer,1
3273,15651,37,5,1259.06,3,3,3,333,Loyal Customer,0
3274,15652,91,5,1405.94,3,3,3,333,Loyal Customer,0
3275,15653,93,2,877.44,3,2,3,323,Others,0
3276,15654,9,2,922.53,4,2,3,423,Others,0
3277,15655,243,1,560.6700000000001,2,1,2,212,Lost Customer,0
3278,15656,45,4,748.5,3,3,2,332,Loyal Customer,0
3279,15657,23,1,30.0,4,1,1,411,Others,0
3280,15658,190,8,2117.27,2,4,3,243,At Risk,0
3281,15659,44,3,532.49,3,2,2,322,Others,0
3282,15660,25,15,2603.69,4,4,4,444,Champion,0
3283,15661,317,8,1215.95,2,4,3,243,At Risk,1
3284,15662,661,2,283.73,1,2,1,121,Lost Customer,1
3285,15663,106,1,138.14,2,1,1,211,Lost Customer,0
3286,15664,51,4,1254.03,3,3,3,333,Loyal Customer,0
3287,15665,168,5,3987.07,2,3,4,234,Big Spender,0
3288,15666,472,2,632.94,1,2,2,122,Lost Customer,1
3289,15667,40,1,301.32000000000005,3,1,1,311,Others,0
3290,15668,218,1,76.32000000000001,2,1,1,211,Lost Customer,0
3291,15669,40,4,684.34,3,3,2,332,Loyal Customer,0
3292,15670,297,2,325.2,2,2,1,221,Lost Customer,1
3293,15671,19,7,2657.13,4,4,4,444,Champion,0
3294,15672,725,1,45.3,1,1,1,111,Lost Customer,1
3295,15673,88,9,6204.32,3,4,4,344,Loyal Customer,0
3296,15674,73,13,6948.2300000000005,3,4,4,344,Loyal Customer,0
3297,15675,81,4,542.04,3,3,2,332,Loyal Customer,0
3298,15676,19,3,3435.76,4,2,4,424,Big Spender,0
3299,15677,49,3,1305.63,3,2,3,323,Others,0
3300,15678,53,3,1825.94,3,2,3,323,Others,0
3301,15679,24,4,781.28,4,3,2,432,Loyal Customer,0
3302,15680,9,10,4028.69,4,4,4,444,Champion,0
3303,15681,25,14,2989.7000000000003,4,4,4,444,Champion,0
3304,15682,599,2,318.24,1,2,1,121,Lost Customer,1
3305,15683,117,2,524.54,2,2,2,222,Lost Customer,0
3306,15684,547,3,173.95,1,2,1,121,Lost Customer,1
3307,15685,450,1,55.98,1,1,1,111,Lost Customer,1
3308,15686,420,1,90.0,1,1,1,111,Lost Customer,1
3309,15687,9,9,2993.1,4,4,4,444,Champion,0
3310,15688,419,1,190.57,1,1,1,111,Lost Customer,1
3311,15689,120,3,521.03,2,2,2,222,Lost Customer,0
3312,15690,4,2,239.76,4,2,1,421,Others,0
3313,15691,252,4,571.3,2,3,2,232,At Risk,0
3314,15692,28,1,191.04,3,1,1,311,Others,0
3315,15693,659,1,37.5,1,1,1,111,Lost Customer,1
3316,15694,1,24,9978.48,4,4,4,444,Champion,0
3317,15695,267,4,1131.04,2,3,3,233,At Risk,1
3318,15696,33,13,3881.22,3,4,4,344,Loyal Customer,0
3319,15697,690,1,246.75,1,1,1,111,Lost Customer,1
3320,15698,624,1,46.2,1,1,1,111,Lost Customer,1
3321,15699,18,1,309.65,4,1,1,411,Others,0
3322,15700,172,2,696.68,2,2,2,222,Lost Customer,0
3323,15701,2,4,1529.0,4,3,3,433,Loyal Customer,0
3324,15702,476,2,140.39,1,2,1,121,Lost Customer,1
3325,15703,265,1,211.5,2,1,1,211,Lost Customer,1
3326,15704,140,6,3734.66,2,3,4,234,Big Spender,0
3327,15705,201,1,143.1,2,1,1,211,Lost Customer,0
3328,15706,64,4,1060.56,3,3,3,333,Loyal Customer,0
3329,15707,35,4,916.98,3,3,3,333,Loyal Customer,0
3330,15708,41,9,3887.15,3,4,4,344,Loyal Customer,0
3331,15709,284,2,327.85,2,2,1,221,Lost Customer,1
3332,15710,417,1,898.87,1,1,3,113,Lost Customer,1
3333,15711,557,2,420.25,1,2,2,122,Lost Customer,1
3334,15712,9,12,3472.41,4,4,4,444,Champion,0
3335,15713,143,4,839.64,2,3,2,232,At Risk,0
3336,15714,12,5,783.96,4,3,2,432,Loyal Customer,0
3337,15715,556,5,658.02,1,3,2,132,At Risk,1
3338,15716,146,11,2485.26,2,4,4,244,Big Spender,0
3339,15717,234,5,607.0,2,3,2,232,At Risk,0
3340,15718,540,1,293.79,1,1,1,111,Lost Customer,1
3341,15719,33,31,10195.97,3,4,4,344,Loyal Customer,0
3342,15720,24,2,739.22,4,2,2,422,Others,0
3343,15721,12,1,471.4,4,1,2,412,Others,0
3344,15722,36,11,5234.0,3,4,4,344,Loyal Customer,0
3345,15723,365,4,930.7,2,3,3,233,At Risk,1
3346,15724,201,3,310.85,2,2,1,221,Lost Customer,0
3347,15725,15,1,415.25,4,1,2,412,Others,0
3348,15726,390,1,321.91,1,1,1,111,Lost Customer,1
3349,15727,17,15,9371.71,4,4,4,444,Champion,0
3350,15728,380,2,544.6,2,2,2,222,Lost Customer,1
3351,15729,213,3,192.55,2,2,1,221,Lost Customer,0
3352,15730,66,5,1726.58,3,3,3,333,Loyal Customer,0
3353,15731,554,1,125.3,1,1,1,111,Lost Customer,1
3354,15732,212,10,1543.97,2,4,3,243,At Risk,0
3355,15733,283,1,162.3,2,1,1,211,Lost Customer,1
3356,15734,115,4,2263.3,2,3,4,234,Big Spender,0
3357,15735,421,1,327.68,1,1,1,111,Lost Customer,1
3358,15736,435,2,1767.12,1,2,3,123,Lost Customer,1
3359,15737,15,8,1188.12,4,4,3,443,Loyal Customer,0
3360,15738,19,41,13043.32,4,4,4,444,Champion,0
3361,15739,66,1,449.12,3,1,2,312,Others,0
3362,15740,49,1,154.88,3,1,1,311,Others,0
3363,15741,458,2,208.62,1,2,1,121,Lost Customer,1
3364,15742,619,1,156.87,1,1,1,111,Lost Customer,1
3365,15743,16,4,775.96,4,3,2,432,Loyal Customer,0
3366,15744,78,1,34.8,3,1,1,311,Others,0
3367,15745,19,4,1094.59,4,3,3,433,Loyal Customer,0
3368,15746,134,1,196.88,2,1,1,211,Lost Customer,0
3369,15747,13,9,2499.81,4,4,4,444,Champion,0
3370,15748,40,3,609.81,3,2,2,322,Others,0
3371,15749,235,3,44534.3,2,2,4,224,Big Spender,0
3372,15750,3,18,6452.991,4,4,4,444,Champion,0
3373,15751,461,11,1380.44,1,4,3,143,At Risk,1
3374,15752,40,9,3924.91,3,4,4,344,Loyal Customer,0
3375,15753,305,1,79.2,2,1,1,211,Lost Customer,1
3376,15754,51,9,3037.61,3,4,4,344,Loyal Customer,0
3377,15755,10,17,5993.12,4,4,4,444,Champion,0
3378,15756,61,4,528.01,3,3,2,332,Loyal Customer,0
3379,15757,66,6,2940.36,3,3,4,334,Loyal Customer,0
3380,15758,25,1,205.25,4,1,1,411,Others,0
3381,15759,218,7,830.9300000000001,2,4,2,242,At Risk,0
3382,15760,631,2,13916.34,1,2,4,124,Big Spender,1
3383,15761,443,1,143.05,1,1,1,111,Lost Customer,1
3384,15762,65,2,583.75,3,2,2,322,Others,0
3385,15763,32,2,1086.92,3,2,3,323,Others,0
3386,15764,88,8,4503.08,3,4,4,344,Loyal Customer,0
3387,15765,667,1,370.63,1,1,2,112,Lost Customer,1
3388,15766,64,3,831.0600000000001,3,3,2,332,Loyal Customer,0
3389,15768,116,34,15308.89,2,4,4,244,Big Spender,0
3390,15769,7,46,88612.52,4,4,4,444,Champion,3
3391,15770,613,1,321.45,1,1,1,111,Lost Customer,1
3392,15771,604,3,1006.54,1,3,3,133,At Risk,1
3393,15772,418,1,280.88,1,1,1,111,Lost Customer,1
3394,15773,6,2,774.52,4,2,2,422,Others,0
3395,15774,69,6,1288.34,3,3,3,333,Loyal Customer,0
3396,15775,245,2,150.5,2,2,1,221,Lost Customer,0
3397,15776,133,1,241.62,2,1,1,211,Lost Customer,0
3398,15777,241,7,1762.61,2,4,3,243,At Risk,0
3399,15778,431,1,307.95000000000005,1,1,1,111,Lost Customer,1
3400,15779,463,2,124.08,1,2,1,121,Lost Customer,1
3401,15780,184,3,475.28,2,3,2,232,At Risk,0
3402,15781,25,3,345.46000000000004,4,3,2,432,Loyal Customer,0
3403,15782,10,4,4014.1,4,3,4,434,Loyal Customer,0
3404,15783,11,1,246.3,4,1,1,411,Others,0
3405,15784,468,2,848.33,1,2,2,122,Lost Customer,1
3406,15785,33,16,5969.93,3,4,4,344,Loyal Customer,0
3407,15786,46,5,8501.62,3,3,4,334,Loyal Customer,0
3408,15787,26,3,933.26,4,3,3,433,Loyal Customer,0
3409,15788,509,1,221.83,1,1,1,111,Lost Customer,1
3410,15789,358,6,1962.01,2,3,3,233,At Risk,1
3411,15790,10,1,218.75,4,1,1,411,Others,0
3412,15791,44,5,3608.34,3,3,4,334,Loyal Customer,0
3413,15792,400,2,933.84,1,2,3,123,Lost Customer,1
3414,15793,15,8,2399.57,4,4,4,444,Champion,0
3415,15794,736,2,777.0,1,2,2,122,Lost Customer,1
3416,15795,150,8,1979.87,2,4,3,243,At Risk,0
3417,15796,1,17,5171.63,4,4,4,444,Champion,0
3418,15797,113,6,2821.08,2,3,4,234,Big Spender,0
3419,15798,493,3,1535.37,1,3,3,133,At Risk,1
3420,15799,76,4,1421.34,3,3,3,333,Loyal Customer,0
3421,15800,107,7,1227.07,2,4,3,243,At Risk,0
3422,15801,46,3,1063.95,3,3,3,333,Loyal Customer,0
3423,15802,143,1,451.42,2,1,2,212,Lost Customer,0
3424,15803,51,4,1929.66,3,3,3,333,Loyal Customer,0
3425,15804,1,13,4206.39,4,4,4,444,Champion,0
3426,15805,23,30,10148.93,4,4,4,444,Champion,0
3427,15806,46,3,784.58,3,3,2,332,Loyal Customer,0
3428,15807,50,5,1817.52,3,3,3,333,Loyal Customer,0
3429,15808,306,21,17180.25,2,4,4,244,Big Spender,0
3430,15809,36,7,1274.44,3,4,3,343,Loyal Customer,0
3431,15810,79,8,2999.04,3,4,4,344,Loyal Customer,0
3432,15811,22,7,3486.15,4,4,4,444,Champion,0
3433,15812,107,12,5201.47,2,4,4,244,Big Spender,0
3434,15813,208,2,1303.91,2,2,3,223,Lost Customer,0
3435,15814,17,6,2634.44,4,3,4,434,Loyal Customer,0
3436,15815,64,5,2100.6,3,3,3,333,Loyal Customer,0
3437,15816,542,2,144.15,1,2,1,121,Lost Customer,1
3438,15817,421,3,2766.4,1,3,4,134,Big Spender,1
3439,15818,588,1,340.5,1,1,1,111,Lost Customer,1
3440,15819,49,10,3934.79,3,4,4,344,Loyal Customer,0
3441,15820,320,1,206.98,2,1,1,211,Lost Customer,1
3442,15821,44,2,570.96,3,2,2,322,Others,0
3443,15822,3,6,1840.06,4,3,3,433,Loyal Customer,0
3444,15823,372,3,3882.17,2,3,4,234,Big Spender,1
3445,15824,453,2,890.94,1,2,3,123,Lost Customer,1
3446,15825,172,1,532.94,2,1,2,212,Lost Customer,0
3447,15826,56,4,2598.28,3,3,4,334,Loyal Customer,0
3448,15827,73,28,3603.14,3,4,4,344,Loyal Customer,0
3449,15828,375,1,1108.82,2,1,3,213,Lost Customer,1
3450,15829,99,2,636.14,2,2,2,222,Lost Customer,0
3451,15830,38,1,576.0,3,1,2,312,Others,0
3452,15831,58,3,794.64,3,3,2,332,Loyal Customer,0
3453,15832,254,1,836.79,2,1,2,212,Lost Customer,1
3454,15833,738,1,80.4,1,1,1,111,Lost Customer,1
3455,15834,70,7,3764.39,3,4,4,344,Loyal Customer,0
3456,15835,44,4,954.09,3,3,3,333,Loyal Customer,0
3457,15836,50,1,137.37,3,1,1,311,Others,0
3458,15837,65,2,777.01,3,2,2,322,Others,0
3459,15838,11,34,73205.5,4,4,4,444,Champion,3
3460,15839,33,3,1048.49,3,3,3,333,Loyal Customer,0
3461,15840,59,2,355.56,3,2,2,322,Others,0
3462,15841,73,9,2742.41,3,4,4,344,Loyal Customer,0
3463,15842,393,2,548.8000000000001,1,2,2,122,Lost Customer,1
3464,15843,304,1,118.95,2,1,1,211,Lost Customer,1
3465,15844,46,1,130.73999999999998,3,1,1,311,Others,0
3466,15845,18,11,4426.28,4,4,4,444,Champion,0
3467,15846,385,1,107.01,1,1,1,111,Lost Customer,1
3468,15847,38,5,822.57,3,3,2,332,Loyal Customer,0
3469,15848,622,1,137.99,1,1,1,111,Lost Customer,1
3470,15850,19,6,1006.75,4,3,3,433,Loyal Customer,0
3471,15851,527,1,109.73,1,1,1,111,Lost Customer,1
3472,15852,187,3,257.26,2,3,1,231,At Risk,0
3473,15853,52,1,110.8,3,1,1,311,Others,0
3474,15854,4,21,5578.28,4,4,4,444,Champion,0
3475,15855,137,6,1052.72,2,3,3,233,At Risk,0
3476,15856,4,52,32275.95,4,4,4,444,Champion,0
3477,15857,19,2,570.48,4,2,2,422,Others,0
3478,15858,16,13,3552.41,4,4,4,444,Champion,0
3479,15859,432,1,438.46,1,1,2,112,Lost Customer,1
3480,15860,41,17,2361.3,3,4,4,344,Loyal Customer,0
3481,15861,12,12,4369.2,4,4,4,444,Champion,0
3482,15862,8,13,2512.29,4,4,4,444,Champion,0
3483,15863,26,5,355.1,4,3,2,432,Loyal Customer,0
3484,15864,22,7,2180.76,4,4,3,443,Loyal Customer,0
3485,15865,41,5,2241.42,3,3,3,333,Loyal Customer,0
3486,15866,101,1,211.89,2,1,1,211,Lost Customer,0
3487,15867,5,31,8923.3,4,4,4,444,Champion,0
3488,15868,583,1,94.53,1,1,1,111,Lost Customer,1
3489,15869,277,3,321.11,2,3,1,231,At Risk,1
3490,15870,33,4,857.46,3,3,2,332,Loyal Customer,0
3491,15871,437,1,33.099999999999994,1,1,1,111,Lost Customer,1
3492,15872,15,4,729.25,4,3,2,432,Loyal Customer,0
3493,15873,500,4,313.92,1,3,1,131,At Risk,1
3494,15874,64,21,11284.76,3,4,4,344,Loyal Customer,0
3495,15875,646,1,108.52,1,1,1,111,Lost Customer,1
3496,15876,409,2,1449.14,1,2,3,123,Lost Customer,1
3497,15877,2,2,490.33,4,2,2,422,Others,0
3498,15878,562,2,330.77,1,2,1,121,Lost Customer,1
3499,15879,404,4,1137.8,1,3,3,133,At Risk,1
3500,15880,369,1,329.03,2,1,1,211,Lost Customer,1
3501,15881,312,5,501.39,2,3,2,232,At Risk,1
3502,15882,199,8,1124.66,2,4,3,243,At Risk,0
3503,15883,2,2,396.48,4,2,2,422,Others,0
3504,15884,432,2,244.6,1,2,1,121,Lost Customer,1
3505,15885,93,15,1951.82,3,4,3,343,Loyal Customer,0
3506,15886,60,4,1052.87,3,3,3,333,Loyal Customer,0
3507,15887,407,3,1027.15,1,3,3,133,At Risk,1
3508,15888,81,3,429.16,3,3,2,332,Loyal Customer,0
3509,15889,157,8,1427.6,2,4,3,243,At Risk,0
3510,15890,395,5,535.65,1,3,2,132,At Risk,1
3511,15891,227,1,511.68,2,1,2,212,Lost Customer,0
3512,15892,669,1,128.2,1,1,1,111,Lost Customer,1
3513,15893,482,1,305.28000000000003,1,1,1,111,Lost Customer,1
3514,15894,253,2,258.25,2,2,1,221,Lost Customer,0
3515,15895,150,1,179.17,2,1,1,211,Lost Customer,0
3516,15897,194,2,208.59,2,2,1,221,Lost Customer,0
3517,15898,1,25,4996.45,4,4,4,444,Champion,0
